idrealestate,type,typeOfOffer,city,municipality,squareFootage,constructionYear,landArea,floorInfo,registration,heatingType,roomNo,bathroomNo,price,country,con,pl,pumpaIliKalorimetri
190,flat,sale,Tivat,NULL,133,NULL,NULL,"1 / -",Da,NULL,3,NULL,900000,"Crna Gora",NULL,yes,NULL
191,flat,sale,Budva,"Rozino ",89,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,190000,"Crna Gora",NULL,NULL,NULL
192,home,sale,Luštica,NULL,205,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
193,home,sale,"Herceg Novi",Bijela,150,NULL,NULL,NULL,NULL,NULL,5,NULL,280000,"Crna Gora",NULL,NULL,NULL
194,flat,sale,Budva,"Mediteranska ulica",47,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,140000,"Crna Gora",NULL,NULL,NULL
195,flat,sale,Budva,"Stari grad",72,NULL,NULL,"3 / 3",Da,NULL,1,NULL,450000,"Crna Gora",Kompletna,NULL,NULL
196,flat,sale,Budva,Rozino,97,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,165000,"Crna Gora",NULL,NULL,NULL
197,flat,sale,Budva,"Mediteranska ulica",86,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,255000,"Crna Gora",NULL,NULL,NULL
198,flat,sale,Budva,"Dukley Gardens",167,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,1250000,"Crna Gora",NULL,NULL,NULL
199,flat,sale,Pržno,NULL,72,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,231000,"Crna Gora",NULL,NULL,NULL
200,home,sale,Luštica,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,230000,"Crna Gora",NULL,NULL,NULL
201,home,sale,Baošići,GRABI,254,1985,NULL,NULL,NULL,Samostalno,NULL,NULL,310000,"Crna Gora",Standardna,NULL,NULL
202,flat,sale,Budva,Rozino,61,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,110000,"Crna Gora",NULL,NULL,NULL
203,flat,sale,Budva,Rafailovići,171,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,581400,"Crna Gora",NULL,NULL,NULL
204,home,sale,Markovići,NULL,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550000,"Crna Gora",NULL,NULL,NULL
205,flat,sale,Pržno,NULL,47,NULL,NULL,"2 / -",NULL,NULL,NULL,NULL,94000,"Crna Gora",NULL,yes,NULL
206,flat,sale,Bečići,NULL,283,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,430000,"Crna Gora",NULL,yes,NULL
207,flat,sale,Bečići,NULL,61,NULL,NULL,"- / -",NULL,Podno,NULL,NULL,152500,"Crna Gora",NULL,yes,NULL
208,flat,sale,Budva,"Budva, TQ Plaza",195,NULL,NULL,"- / -",NULL,"Centralno, Podno",NULL,NULL,695000,"Crna Gora",NULL,NULL,NULL
209,flat,sale,Pržno,NULL,90,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,350000,"Crna Gora",NULL,NULL,NULL
210,flat,sale,Budva,Rozino,85,NULL,NULL,"6 / -",NULL,NULL,NULL,NULL,200000,"Crna Gora",NULL,NULL,NULL
211,flat,sale,Budva,Skočiđevojka,NULL,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,150000,"Crna Gora",NULL,yes,NULL
212,flat,sale,Pržno,NULL,92,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,280000,"Crna Gora",NULL,NULL,NULL
213,flat,sale,Budva,Bulevar,81,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,225000,"Crna Gora",NULL,NULL,NULL
214,flat,sale,Tivat,NULL,204,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,1200000,"Crna Gora",NULL,yes,NULL
215,flat,sale,Tivat,NULL,41,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,313600,"Crna Gora",NULL,yes,NULL
216,flat,sale,Lepetani,NULL,100,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,165000,"Crna Gora",NULL,NULL,NULL
217,flat,sale,Tivat,NULL,113,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,705000,"Crna Gora",NULL,yes,NULL
218,flat,sale,Tivat,NULL,72,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,430000,"Crna Gora",NULL,yes,NULL
219,home,sale,"Donji Stoliv",NULL,585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
220,home,sale,"Donji Orahovac",NULL,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1150000,"Crna Gora",NULL,yes,NULL
221,home,sale,Kotor,NULL,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,950000,"Crna Gora",NULL,NULL,NULL
222,home,sale,Krimovica,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380000,"Crna Gora",NULL,yes,NULL
223,home,sale,"Donja Lastva",NULL,240,2015,NULL,NULL,NULL,NULL,NULL,NULL,695000,"Crna Gora",NULL,yes,NULL
224,home,sale,Tivat,NULL,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,850000,"Crna Gora",NULL,NULL,NULL
225,home,sale,Bečići,NULL,417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
226,flat,sale,Podgorica,"Bulevar Sv. Petra Cetinjskog",142,NULL,NULL,"6 / -",NULL,NULL,3,NULL,310000,"Crna Gora",NULL,NULL,NULL
227,home,sale,Budva,Ivanovići,170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550000,"Crna Gora",NULL,yes,NULL
228,flat,sale,Tivat,NULL,NULL,2019,NULL,"1 / -",NULL,NULL,NULL,NULL,115000,"Crna Gora",NULL,yes,NULL
229,home,sale,"Katun Reževići",NULL,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200000,"Crna Gora",NULL,yes,NULL
230,home,sale,Bar,NULL,503,NULL,NULL,NULL,Da,Samostalno,6,NULL,450000,"Crna Gora",Novogradnja,NULL,NULL
231,home,sale,"Herceg Novi",Žanjice,440,2000,NULL,NULL,Da,Samostalno,NULL,NULL,595000,"Crna Gora",NULL,yes,NULL
232,home,sale,Dobrota,NULL,250,NULL,NULL,NULL,NULL,NULL,0,NULL,500000,"Crna Gora",Kompletna,NULL,NULL
233,home,sale,Kotor,NULL,96,NULL,NULL,NULL,NULL,NULL,4,NULL,425000,"Crna Gora",NULL,NULL,NULL
234,home,sale,Kotor,NULL,235,NULL,NULL,NULL,NULL,NULL,10,NULL,1500000,"Crna Gora",NULL,NULL,NULL
235,home,sale,Perast,NULL,244,NULL,NULL,NULL,NULL,Centralno,7,NULL,750000,"Crna Gora",NULL,yes,NULL
236,home,sale,Dobrota,NULL,160,NULL,NULL,NULL,NULL,NULL,6,NULL,1200000,"Crna Gora",NULL,NULL,NULL
237,home,sale,Dobrota,NULL,1056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
238,home,sale,Kotor,NULL,215,NULL,NULL,NULL,NULL,NULL,6,NULL,950000,"Crna Gora",NULL,NULL,NULL
239,home,sale,NULL,NULL,400,NULL,NULL,NULL,Da,NULL,8,NULL,2100000,"Crna Gora",Standardna,yes,NULL
240,flat,sale,Kotor,NULL,54,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,189000,"Crna Gora",NULL,NULL,NULL
241,home,sale,Žabljak,NULL,160,NULL,NULL,NULL,Da,NULL,6,NULL,189000,"Crna Gora",NULL,NULL,NULL
242,home,sale,Perast,NULL,210,NULL,NULL,NULL,NULL,NULL,4,NULL,1850000,"Crna Gora",NULL,NULL,NULL
243,home,sale,Dobrota,NULL,415,NULL,NULL,NULL,NULL,NULL,7,NULL,2000000,"Crna Gora",NULL,NULL,NULL
244,home,sale,Strp,NULL,380,NULL,NULL,NULL,NULL,NULL,11,NULL,770000,"Crna Gora",Kompletna,NULL,NULL
245,home,sale,Kotor,NULL,278,NULL,NULL,NULL,NULL,NULL,6,NULL,1050000,"Crna Gora",NULL,yes,NULL
246,flat,sale,"Dražin Vrt",NULL,94,NULL,NULL,"- / -",NULL,NULL,3,NULL,280000,"Crna Gora",Novogradnja,NULL,NULL
247,flat,sale,Kotor,NULL,150,NULL,NULL,"- / -",NULL,NULL,6,NULL,330000,"Crna Gora",Novogradnja,NULL,NULL
248,home,sale,Kotor,NULL,240,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,890000,"Crna Gora",Kompletna,NULL,NULL
249,flat,sale,Kotor,škaljari,141,NULL,NULL,"- / -",NULL,NULL,4,NULL,390000,"Crna Gora",Novogradnja,NULL,NULL
250,home,sale,Krimovica,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1590000,"Crna Gora",Novogradnja,yes,NULL
251,home,sale,Kotor,NULL,430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
252,flat,sale,Kotor,NULL,110,NULL,NULL,"- / -",NULL,NULL,4,NULL,260000,"Crna Gora",Kompletna,NULL,NULL
253,home,sale,Kotor,NULL,530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
254,home,sale,Perast,NULL,267,NULL,NULL,NULL,NULL,NULL,7,NULL,1500000,"Crna Gora",NULL,NULL,NULL
255,home,sale,Dobrota,NULL,536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1500000,"Crna Gora",NULL,yes,NULL
256,home,sale,Kotor,NULL,63,NULL,NULL,NULL,NULL,NULL,2,NULL,260000,"Crna Gora",NULL,NULL,NULL
257,home,sale,Kotor,NULL,100,NULL,NULL,NULL,NULL,NULL,3,NULL,525000,"Crna Gora",NULL,NULL,NULL
258,home,sale,Krimovica,NULL,1150,NULL,NULL,NULL,NULL,NULL,6,NULL,1560000,"Crna Gora",NULL,NULL,NULL
259,flat,sale,Tivat,NULL,151,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
260,home,sale,Kotor,NULL,272,NULL,NULL,NULL,NULL,NULL,10,NULL,850000,"Crna Gora",NULL,NULL,NULL
261,flat,sale,Budva,Centar,131,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,395000,"Crna Gora",NULL,NULL,NULL
262,home,sale,Strp,NULL,669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1600000,"Crna Gora",NULL,yes,NULL
263,home,sale,Bar,"Zeleni pojas",326,2013,NULL,NULL,NULL,"Podno, Samostalno",NULL,NULL,480000,"Crna Gora",NULL,yes,NULL
264,home,sale,Bar,Popovići,292,NULL,NULL,NULL,NULL,Podno,NULL,NULL,430000,"Crna Gora",NULL,NULL,NULL
265,home,sale,Bar,NULL,350,NULL,NULL,NULL,Da,NULL,6,NULL,350000,"Crna Gora",Novogradnja,NULL,NULL
266,home,sale,"Dobra Voda",NULL,240,NULL,NULL,NULL,NULL,NULL,4,NULL,350000,"Crna Gora",NULL,yes,NULL
267,home,sale,Bar,"Zeleni Pojas",450,NULL,NULL,NULL,NULL,Centralno,12,NULL,NULL,"Crna Gora",NULL,yes,NULL
268,home,sale,Bar,"Zeleni pojas",320,NULL,NULL,NULL,NULL,NULL,6,NULL,380000,"Crna Gora",NULL,NULL,NULL
269,home,sale,Kolašin,NULL,126,NULL,NULL,NULL,NULL,"Centralno, Samostalno",3,NULL,170000,"Crna Gora",NULL,NULL,NULL
270,home,sale,Žabljak,NULL,370,2008,NULL,NULL,NULL,NULL,NULL,NULL,420000,"Crna Gora",NULL,NULL,NULL
271,home,sale,"Petrovac na Moru",NULL,250,NULL,NULL,NULL,NULL,"Podno, Klima",4,NULL,780000,"Crna Gora",NULL,yes,NULL
272,home,sale,Bar,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399000,"Crna Gora",NULL,NULL,NULL
273,home,sale,Bjeliši,NULL,299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,240000,"Crna Gora",NULL,yes,NULL
274,home,sale,"Dobra Voda",NULL,505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,750000,"Crna Gora",NULL,yes,NULL
275,home,sale,"Dobra Voda",NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500000,"Crna Gora",NULL,NULL,NULL
276,flat,sale,Bar,NULL,NULL,2019,NULL,"- / -",NULL,Centralno,NULL,NULL,182096,"Crna Gora",U,yes,NULL
277,flat,sale,Kostanjica,NULL,132,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,549000,"Crna Gora",NULL,NULL,NULL
278,home,sale,"Dobra Voda",NULL,675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000000,"Crna Gora",NULL,yes,NULL
279,home,sale,Dobrota,NULL,274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400000,"Crna Gora",NULL,NULL,NULL
280,flat,sale,Kostanjica,NULL,87,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,225000,"Crna Gora",NULL,NULL,NULL
281,home,sale,Dobrota,NULL,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
282,home,sale,Radanović,NULL,300,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
283,flat,sale,Kostanjica,NULL,97,NULL,NULL,"2 / -",NULL,NULL,NULL,NULL,249000,"Crna Gora",NULL,yes,NULL
284,flat,sale,Dobrota,NULL,NULL,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,266000,"Crna Gora",NULL,NULL,NULL
285,flat,sale,Kotor,NULL,107,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,180000,"Crna Gora",NULL,yes,NULL
286,home,sale,Dobrota,NULL,500,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
287,home,sale,Kotor,NULL,328,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,2200000,"Crna Gora",NULL,NULL,NULL
288,flat,sale,Dobrota,NULL,NULL,NULL,NULL,"2 / -",NULL,NULL,NULL,NULL,120000,"Crna Gora",NULL,yes,NULL
289,home,sale,Perast,NULL,335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,650000,"Crna Gora",Kompletna,NULL,NULL
290,home,sale,Ivanje,"Ivanje,Priepolje",178,NULL,NULL,NULL,Da,NULL,5,NULL,75000,"Crna Gora",NULL,NULL,NULL
291,home,sale,"Donji Orahovac",NULL,270,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397000,"Crna Gora",NULL,NULL,NULL
292,home,sale,Zagora,NULL,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,495000,"Crna Gora",NULL,yes,NULL
293,home,sale,Buljarica,NULL,356,2019,NULL,NULL,NULL,"Samostalno, Klima",3,NULL,NULL,"Crna Gora",Novogradnja,yes,NULL
294,home,sale,Kavač,NULL,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380000,"Crna Gora",U,yes,NULL
295,home,sale,"Donji Stoliv",NULL,371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1700000,"Crna Gora",NULL,yes,NULL
296,home,sale,Perast,NULL,165,NULL,NULL,NULL,NULL,Podno,NULL,NULL,1100000,"Crna Gora",NULL,NULL,NULL
297,home,sale,Kostanjica,NULL,235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,660000,"Crna Gora",NULL,NULL,NULL
298,flat,sale,Budva,Bulevar,36,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,97000,"Crna Gora",NULL,NULL,NULL
299,home,sale,Dobrota,NULL,480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,870000,"Crna Gora",NULL,NULL,NULL
300,home,sale,Kotor,NULL,497,NULL,NULL,NULL,NULL,"Centralno, Podno",NULL,NULL,3500000,"Crna Gora",NULL,yes,pumpa
301,home,sale,"Donji Orahovac",NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200000,"Crna Gora",NULL,NULL,NULL
302,home,sale,Bečići,NULL,400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2200000,"Crna Gora",NULL,yes,NULL
303,home,sale,Risan,NULL,554,NULL,NULL,NULL,NULL,Podno,NULL,NULL,2950000,"Crna Gora",NULL,yes,NULL
304,home,sale,Dobrota,NULL,380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300000,"Crna Gora",NULL,yes,NULL
305,home,sale,Perast,NULL,273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2500000,"Crna Gora",NULL,yes,NULL
306,home,sale,Tivat,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600000,"Crna Gora",NULL,NULL,NULL
307,home,sale,Tivat,NULL,770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000000,"Crna Gora",NULL,yes,NULL
308,flat,sale,Pržno,NULL,92,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,230000,"Crna Gora",NULL,NULL,NULL
309,flat,sale,Tivat,NULL,119,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,890000,"Crna Gora",NULL,yes,NULL
310,home,sale,Đuraševići,NULL,345,NULL,NULL,NULL,NULL,Podno,NULL,NULL,700000,"Crna Gora",NULL,yes,NULL
311,flat,sale,Tivat,NULL,97,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,795000,"Crna Gora",NULL,yes,NULL
312,home,sale,Kotor,NULL,165,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,"Crna Gora",NULL,NULL,NULL
313,flat,sale,Tivat,NULL,80,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,360000,"Crna Gora",NULL,NULL,NULL
314,home,sale,Muo,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275000,"Crna Gora",NULL,NULL,NULL
315,home,sale,Strp,NULL,405,NULL,NULL,NULL,Da,NULL,NULL,NULL,2500000,"Crna Gora",NULL,yes,NULL
316,home,sale,Podgorica,Tološi,900,NULL,NULL,NULL,NULL,Centralno,10,NULL,NULL,"Crna Gora",NULL,yes,NULL
317,flat,sale,Bar,NULL,100,2011,NULL,"7 / 10",NULL,NULL,3,NULL,220000,"Crna Gora",NULL,NULL,NULL
318,home,sale,Tivat,NULL,240,2018,NULL,NULL,NULL,Podno,NULL,NULL,800000,"Crna Gora",NULL,yes,NULL
319,home,sale,Sutomore,NULL,400,NULL,NULL,NULL,NULL,NULL,6,NULL,530000,"Crna Gora",NULL,yes,NULL
320,flat,sale,Tivat,NULL,NULL,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",U,yes,NULL
321,home,sale,Bar,NULL,497,NULL,NULL,NULL,NULL,Podno,NULL,NULL,1250000,"Crna Gora",NULL,yes,NULL
322,flat,sale,Tivat,NULL,79,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,459000,"Crna Gora",NULL,NULL,NULL
323,home,sale,Bar,NULL,300,NULL,NULL,NULL,NULL,NULL,4,NULL,300000,"Crna Gora",NULL,yes,NULL
324,flat,sale,Tivat,NULL,132,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,660000,"Crna Gora",NULL,yes,NULL
325,flat,sale,Tivat,NULL,90,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,550000,"Crna Gora",NULL,yes,NULL
326,flat,sale,Tivat,NULL,121,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,678000,"Crna Gora",NULL,yes,NULL
327,home,sale,Tivat,NULL,199,NULL,NULL,NULL,NULL,Podno,NULL,NULL,600000,"Crna Gora",NULL,NULL,NULL
328,flat,sale,Tivat,NULL,157,NULL,NULL,"- / -",NULL,Podno,NULL,NULL,615000,"Crna Gora",NULL,yes,NULL
329,flat,sale,Tivat,NULL,55,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,115500,"Crna Gora",NULL,yes,NULL
330,home,sale,Krašići,NULL,300,NULL,NULL,NULL,NULL,Podno,NULL,NULL,2800000,"Crna Gora",NULL,NULL,NULL
331,flat,sale,Tivat,NULL,160,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,960000,"Crna Gora",NULL,yes,NULL
332,flat,sale,Tivat,NULL,302,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
333,flat,sale,Tivat,NULL,201,NULL,NULL,"1 / -",NULL,NULL,NULL,NULL,1290000,"Crna Gora",NULL,yes,NULL
334,flat,sale,Tivat,NULL,78,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,390000,"Crna Gora",NULL,yes,NULL
335,home,sale,Tivat,NULL,517,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
336,home,sale,Kostanjica,NULL,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,880000,"Crna Gora",NULL,yes,NULL
337,home,sale,Radovići,NULL,116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250000,"Crna Gora",NULL,NULL,NULL
338,flat,sale,Tivat,NULL,135,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,990000,"Crna Gora",NULL,yes,NULL
339,flat,sale,Tivat,NULL,44,NULL,NULL,"4 / -",NULL,NULL,NULL,NULL,285000,"Crna Gora",NULL,NULL,NULL
340,flat,sale,Tivat,NULL,216,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,1850000,"Crna Gora",NULL,yes,NULL
341,home,sale,Tivat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
342,flat,sale,Tivat,NULL,111,NULL,NULL,"1 / -",NULL,Podno,NULL,NULL,920000,"Crna Gora",NULL,yes,NULL
343,flat,sale,Tivat,NULL,67,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,330000,"Crna Gora",NULL,yes,NULL
344,flat,sale,Tivat,NULL,117,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,745000,"Crna Gora",NULL,yes,NULL
345,home,sale,Tivat,NULL,300,NULL,NULL,NULL,NULL,NULL,8,NULL,3500000,"Crna Gora",NULL,NULL,NULL
346,flat,sale,"Donja Lastva",NULL,76,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,145000,"Crna Gora",NULL,NULL,NULL
347,flat,sale,Kostanjica,NULL,44,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,123200,"Crna Gora",NULL,NULL,NULL
348,home,sale,Đuraševići,NULL,150,NULL,NULL,NULL,NULL,Centralno,0,NULL,230000,"Crna Gora",NULL,NULL,NULL
349,home,sale,"Donja Lastva",NULL,450,NULL,NULL,NULL,NULL,Podno,NULL,NULL,880000,"Crna Gora",NULL,NULL,NULL
350,flat,sale,Tivat,NULL,183,NULL,NULL,"4 / -",NULL,NULL,NULL,NULL,1195000,"Crna Gora",NULL,yes,NULL
351,home,sale,Tivat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
352,flat,sale,Tivat,NULL,76,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,435000,"Crna Gora",NULL,yes,NULL
353,home,sale,Budva,"Reževići ",NULL,NULL,NULL,NULL,NULL,Podno,NULL,NULL,NULL,"Crna Gora",NULL,yes,NULL
354,flat,sale,Tivat,NULL,57,NULL,NULL,"2 / -",NULL,NULL,NULL,NULL,160000,"Crna Gora",NULL,yes,NULL
355,home,sale,"Sveti Stefan",NULL,805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2200000,"Crna Gora",NULL,yes,NULL
356,home,sale,Budva,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2700000,"Crna Gora",NULL,yes,NULL
357,flat,sale,Budva,NULL,378,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,1500000,"Crna Gora",NULL,yes,NULL
358,flat,sale,Tivat,NULL,67,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,475000,"Crna Gora",NULL,yes,NULL
359,flat,sale,Budva,Centar,49,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,170000,"Crna Gora",NULL,NULL,NULL
360,flat,sale,Bečići,NULL,91,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,315000,"Crna Gora",NULL,NULL,NULL
361,flat,sale,Tivat,NULL,128,NULL,NULL,"3 / -",NULL,NULL,NULL,NULL,850000,"Crna Gora",NULL,yes,NULL
362,flat,sale,Budva,"Tre Canne",104,NULL,NULL,"- / -",NULL,Centralno,NULL,NULL,312000,"Crna Gora",NULL,NULL,NULL
363,flat,sale,Budva,Rozino,100,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,222000,"Crna Gora",NULL,NULL,NULL
364,home,sale,"Rijeka Reževići",NULL,230000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,260000,"Crna Gora",NULL,NULL,NULL
365,flat,sale,Budva,"Dukley Gardens",146,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,800000,"Crna Gora",NULL,NULL,NULL
366,flat,sale,Tivat,NULL,180,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,NULL,"Crna Gora",NULL,NULL,NULL
367,home,sale,Budva,Markovići,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380000,"Crna Gora",NULL,yes,NULL
368,flat,sale,Budva,Bulevar,70,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,160000,"Crna Gora",NULL,NULL,NULL
369,home,sale,"Katun Reževići",Reževići,480,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,2100000,"Crna Gora",NULL,yes,NULL
370,flat,sale,Budva,Rafailovići,44,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,123200,"Crna Gora",NULL,NULL,NULL
371,home,sale,Budva,Reževići,NULL,NULL,NULL,NULL,NULL,Centralno,NULL,NULL,1550000,"Crna Gora",NULL,yes,NULL
372,flat,sale,Budva,"Centar, Victoria Residence",55,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,175000,"Crna Gora",NULL,NULL,NULL
373,flat,sale,Tivat,NULL,57,NULL,NULL,"2 / -",NULL,NULL,NULL,NULL,495000,"Crna Gora",NULL,yes,NULL
374,flat,sale,Budva,Centar,103,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,278100,"Crna Gora",NULL,NULL,NULL
375,flat,sale,Budva,"Victoria Residence",80,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,300000,"Crna Gora",NULL,NULL,NULL
376,home,sale,Jabuka,"Jabuka,Galočevina",58,NULL,NULL,NULL,Da,Samostalno,2,1,15500,"Crna Gora",Novogradnja,NULL,NULL
377,flat,sale,Bečići,Bečići,156,NULL,NULL,"- / -",Da,NULL,3,NULL,850000,"Crna Gora",NULL,NULL,NULL
378,flat,sale,Budva,Bečići,141,NULL,NULL,"1 / 2",Da,NULL,3,NULL,800000,"Crna Gora",NULL,NULL,NULL
379,flat,sale,Budva,"kompleks TQ Plaza",105,NULL,NULL,"- / -",NULL,NULL,NULL,NULL,400000,"Crna Gora",NULL,NULL,NULL
380,home,sale,Bar,Brezani,98,NULL,NULL,NULL,Da,NULL,6,NULL,55000,"Crna Gora",NULL,NULL,NULL
381,home,sale,Tivat,NULL,360,NULL,NULL,NULL,Da,Samostalno,14,NULL,420000,"Crna Gora",Standardna,NULL,NULL
382,flat,sale,Tivat,Krtole,44,NULL,NULL,"1 / 3",Da,NULL,2,NULL,176000,"Crna Gora",NULL,NULL,NULL
383,home,sale,Šušanj,NULL,112,2004,NULL,NULL,Da,Samostalno,3,1,68000,"Crna Gora",Standardna,NULL,NULL
384,home,sale,"Herceg Novi","LUKE VUKALOVICA",230,NULL,NULL,NULL,Da,Samostalno,9,NULL,650000,"Crna Gora",Standardna,NULL,NULL
